Scientific Name,Common Name,Family,Max Rooting Depth (m),Max Rooting Depth (feet),CA Phreatophytes,Reference,Location,Biome,Soil Type,Growth form,Method,Life span,Lat,Long,USDA soil texture,Native,GW Use
Opuntia rafinesquii,pricklyp ear cactus,,0.12,0.39,,"Sperry, 1935",Illinoise,temperate deciduous,coarse yellow sand,succulent,excavation,,,,,,
Opuntia ramosissima,,Cactaceae,1.3,4.27,,Cody 1986,"Mojave Desert, California, USA",temperate semi-desert,decomposed granite,succulent,,perennial,35.011,-115.4734,Sa,,
Opuntia ramossissima,,,1.47,4.82,,"Esler & Rundel, 1999","Mojave Desert,",,granite alluvium>30 deep,shrub,excavation,,,,,,
Opuntia rastrera,prickly pear,,0.28,0.92,,"Briones et al., 1996","Chihuahuan desert, N‐C",arid desert,clay loam (0.25m) on,cactus,trenchwall,,,,,,
Oryza gossypium,"rice, cotton, cassava",,6,19.69,,"Sommer et al., 2000","NE Para, Brazil",,"loamy sand over sandy loam, low","grass, shrubs",soil coringto 6m,,,,,,
Oryzopsis hymenoides,indian rice grass,,1.25,4.10,,"Klepper et al., 1985","Hanford, SC Washington",semi‐arid shrub‐steppe,sandy‐loam to silty loam,grass,excavation,,,,,,
Oryzopsis hymenoides,indian rice grass,,> 1.5,> 4.92,,"Reynolds & Fraley, 1989","E of Idaho Falls, ID",semi‐arid shrub‐steppe,aeolian sandy loam and loess,grass,32P radiotracer,,,,,,
Ostrowskia magnifica,,,1.05,3.44,,"Zhaparova, 1996",Ugham (Tianshan),dry steppe,,geophyte (tuberous,excavation,,,,,,
Ostrya virginiana,eastern hophornbea,,0.9,2.95,,"Sprackling and Read,",E. Nebraska,Prarie with planted and,Marshall siltloam,tree,excavation,,,,,,
Otholobium fruticans,,,1.5,4.92,,"Higgins et al., 1987","E of Cape Town, South","mountain fynbos,","loamy sand, with quartzite",mid‐high shrub,excavation,,,,,,
Pachycereus pringlei,Mexican giant,,1.15,3.77,,"Niklas et al., 2002","Sonora, Mexico,",arid desert,,large cactus,excavation,,,,,,
Pachylophus caespitosus,,,1.14,3.74,,"Weaver, 1919","near Pike's Peak,",Gravel‐slide community,gravel,herb,excavation,,,,,,
Palafoxia linearis,,Asteraceae,0.2,0.66,,Forseth et al. 1984,"Death Valley, California, USA",temperate desert,sand,forb,,annual,36.5323,-116.9325,Sa,,
Panicum maximum,,,1.1,3.61,,"Jaramello et al., 2003","Tuxtlas, SE Mexico",tropical rainforest,"well‐drained, coarse‐textured",tree,soil pitsand coring,,,,,,
Panicum maximum,"Guinea grass,",,6,19.69,,"Jipp et al, 1998","Paragomin As, Para, NE",tropical rainforest,"clay (Latosol), on ironstone,",grass,deep soilshaft,,,,,,
Panicum virgatum,switchgrass,,2.74,8.99,,"Weaver, 1919",Prairies of E. Nebraska,prairie,loess,bunch grass,excavation,,,,,,
Papaver croceum,ice poppy,,0.35,1.15,,"Nesterova, 1996","Zailiisky Alatau Range,",dry steppe,,rhizomatous herb,trench,,,,,,
Parinari curatellifolia,"Mupundu, Mobola",,1.8,5.91,,"Timberlake & Calvert, 1993","near Kitwe, N. Zambia",subtropical dry forest,shallow sandy clay,tree,excavation,,,,,,
Parinari curatellifolia,"Mupundu, Mobola",,1.8,5.91,,"Timberlake & Calvert, 1993","near Kitwe, N. Zambia",subtropical dry forest,"shallow sandy clay, poorly",tree,excavation,,,,,,
Parinari curatellifolia,"Mupundu, Mobola",,2,6.56,,"Timberlake & Calvert, 1993","near Kitwe, N. Zambia",subtropical dry forest,"sand, imperfectly",tree,excavation,,,,,,
Parinari curatellifolia,"Mupundu, Mobola",,2.9,9.51,,"Timberlake & Calvert, 1993","near Kitwe, N. Zambia",subtropical dry forest,deep sandy clay,tree,excavation,,,,,,
Parkinsonia florida,Blue Palo Verde,,,,,,,,,,,,,,,1,
Paronychia jamesii,James' nailwort,,0.76,2.49,,"Weaver, 1919","near Pike's Peak,",Gravel‐slide community,gravel,herb,excavation,,,,,,
Paronychia pulvinata A.,Rocky Mountain,,0.31,1.02,,"Daubenmire, 1941","Medicine Bowel Range,",alpine tundra,stony scree,leaf‐succulent,exavation,,,,,,
Parrotia persica,Persian Ironwood,,> 0.7,>2.30,,"Abdi et al., 2010",N slope of Alborz,temperate broad‐leaf,thin soil mantleover bedrock,tree,trench,,,,,,
Parthenium integrifolium,"wild quinine,",,1.8,5.91,,"Sperry, 1935",Illinoise,temperate deciduous,"brown silt loam, well drained and",herb,excavation,,,,,,
Paspalum conjugatum,,,0.9,2.95,,"Jaramello et al., 2003","Tuxtlas, SE Mexico",tropical rainforest,"well‐drained, coarse‐textured",grass,soil pits and coring,,,,,,
Passiflora edulis,passoin fruit,,2.5,8.20,,"Sommer et al., 2000","NE Para, Brazil",,"loamy sand over sandy loam, low",woody vine,soil coringto 6m,,,,,,
Pectis papposa,,Asteraceae,0.24,0.79,,Forseth et al. 1984,"Death Valley, California, USA",subtropical semi-desert,sand to silt,forb,,annual,36.5323,-116.9325,Si,,
Pedicularis aquilina,"lousewort, grasses,",,0.15,0.49,,"Cheyney, 1929, 1932",Northern Minnesota,Boreal forest,coarse sand,"grass, herbs",excavation,,,,,,
Pedicularis lapponica,Lapland lousewort,,0.011,0.04,,"Jonasson & Callaghan,",Sweedish Lapland,tundra,,forb,excavation,,,,,,
Peganum harmala,"Esfand, wild rue, Syrian",,0.27,0.89,,"Cannon, 1913","Northern Sahara,",arid desert,"fine sand, then hard layer, then",shrub,excavation,,,,,,
Peganum harmala,"Esfand, wild rue, Syrian",,0.3,0.98,,"Cannon, 1913","Northern Sahara,",arid desert,"fine sand, then hard layer, then",herb,excavation,,,,,,
Peganum harmala,"Esfand, wild rue, Syrian",,0.61,2.00,,"Cannon, 1913","Northern Sahara,",arid desert,,herb,excavation,,,,,,
Peltophorum africanum,"Weeping wattle,",,1.6,5.25,,"Timberlake & Calvert, 1993","C. Lup ane, W. Zimbabwe",subtropical dry forest,consolidated sands (rive,tree,excavation,,,,,,
Pennisetum clandestinum,kikuyu grass,,1.27,4.17,,"Nie et al., 2008","Victoria, S. Australia",managed pasture,,grass,soil coring,,,,,,
Pennisetum clandestinum,kikuyu grass,,2.01,6.59,,"Nie et al., 2008","Victoria, S. Australia",managed pasture,,grass,soil coring,,,,,,
Penstemon glaber,,Scrophulariaceae,1.6,5.25,,Spence 1937,"Boise River Watershed, Idaho, USA",bunchgrass prairie,"coarse, granitic",suffrutescent forb,,perennial,43.8207,-117.026,Sa,,
Penthorum sedoides,Ditch Stonecrop,,0.01,0.03,,"Sherff, 1912",N. Illinoise near Lake,temperate riparian,black muck or partially,herb,excavation,,,,,,
Pentstemon glabra,sawsepal penstemon,,1.6,5.25,,Spence 1937,"Boise, Idaho",semi‐arid shrub‐steppe,"loose coarse granite, high",forb / subshrub,trenchwall,,,,,,
Perezianana Hoffmansegg,"desert holly, sicklepod",,1,3.28,,"Gibbens and Lenz, 2001;","Chihuahuan Desert, New",xeric shrubland,fine loamy,herb,excavation,,,,,,
Pericopsis angolensis,,,0.7,2.30,,"Timberlake & Calvert, 1993","C. Hurungwe Com Ld, N.",subtropical dry forest,loamy sand (poorly drained),tree,excavation,,,,,,
Pericopsis angolensis,,,1.5,4.92,,"Timberlake & Calvert, 1993","near Kitwe, N. Zambia",subtropical dry forest,"sand, imperfectly",tree,excavation,,,,,,
Pericopsis angolensis,,,2,6.56,,"Timberlake & Calvert, 1993","near Kitwe, N. Zambia",subtropical dry forest,"shallow sandy clay, poorly",tree,excavation,,,,,,
Pericopsis angolensis,,,2,6.56,,"Timberlake & Calvert, 1993","C. Omay Com Ld, N.",subtropical dry forest,shallow loamy sand,tree,excavation,,,,,,
Persicaria lapathifolia,Curlytop Knotweed,,,,,,,,,,,,,,,1,
Petalonyx thurberi,,,,,1,,,,,,,,,,,,
Petalostcmum purpureum,purple prairie,,1.3,4.27,,"Sperry, 1935",Illinoise,temperate deciduous,"brown Silt Loam on Drift, well",herb,excavation,,,,,,
Petalostcmum purpureum,purple prairie,,1.75,5.74,,"Sperry, 1935",Illinoise,temperate deciduous,coarse yellow sand,herb,excavation,,,,,,
Petalostemon candidus,white prairie,,1.68,5.51,,"Weaver, 1919","near Colorado Springs,",shortgrass prairie,"very compact and hard, light‐",herb,excavation,,,,,,
Petalostemon candidus,white prairie,,1.73,5.68,,"Weaver, 1919",Prairies of E. Nebraska,prairie,loess,herb,excavation,,,,,,
Petalostemon purpureus,Purple Prairie,,1.98,6.50,,"Weaver, 1919","near Colorado Springs,",shortgrass prairie,"very compact and hard, light‐",herb,excavation,,,,,,
Petalostemon villosus,,,1.52,4.99,,"Weaver, 1919","Near Prueblo, Colorado",Sandhills Subclimax,dune sand,herb,excavation,,,,,,
Phalaris aquatica,bulbous canary,,0.94,3.08,,"Nie et al., 2008","Victoria, S. Australia",managed pasture,,bunch grass,soil coring,,,,,,
Phalaris aquatica,bulbous canary,,1.4,4.59,,"Nie et al., 2008","Victoria, S. Australia",managed pasture,clay loam,bunch grass,soil coring,,,,,,
Phlomis oreophila,,,0.55,1.80,,"Nesterova, 1996","Zailiisky Alatau Range,",dry steppe,,forb,trench,,,,,,
Phlox caespitosa,tufted phlox,,0.35,1.15,,"Daubenmire, 1941","Medicine Bowel Range,",alpine tundra,stony scree,"forb, matt forming",exavation,,,,,,
Phlox hoodii,"spiny phlox, carpet phlox",,0.3,0.98,,"Coupland & Johnson, 1965",southern Saskatchewan,Canadian Prairies,loam,forb,trenchwall,,,,,,
Phlox hoodii,"spiny phlox, carpet phlox",,0.41,1.35,,"Coupland & Johnson, 1965",southern Saskatchewan,Canadian Prairies,sand,forb,trenchwall,,,,,,
Phlox hoodii,"spiny phlox, carpet phlox",,0.41,1.35,,"Coupland & Johnson, 1965",southern Saskatchewan,Canadian Prairies,loam,forb,trenchwall,,,,,,
Phlox hoodii,"spiny phlox, carpet phlox",,0.56,1.84,,"Coupland & Johnson, 1965",southern Saskatchewan,Canadian Prairies,loam,forb,trenchwall,,,,,,
Phlox hoodii,"spiny phlox, carpet phlox",,0.66,2.17,,"Coupland & Johnson, 1965",southern Saskatchewan,Canadian Prairies,loam,forb,trenchwall,,,,,,
Phlox hoodii,"spiny phlox, carpet phlox",,0.68,2.23,,"Coupland & Johnson, 1965",southern Saskatchewan,Canadian Prairies,loam,forb,trenchwall,,,,,,
Phlox hoodii,"spiny phlox, carpet phlox",,0.76,2.49,,"Coupland & Johnson, 1965",southern Saskatchewan,Canadian Prairies,loam,forb,trenchwall,,,,,,
Phlox longifolia,longleaf phlox,,0.5,1.64,,Spence 1937,"Boise, Idaho",semi‐arid shrub‐steppe,"loose coarse granite, high",forb / subshrub,trenchwall,,,,,,
Phlox longifolia,longleaf phlox,Polemoniaceae,0.75,2.46,,Spence 1937,"Boise River Watershed, Idaho, USA",bunchgrass prairie,"coarse, granitic",semi-shrub,,perennial,43.8207,-117.026,Sa,,
Photinia arbutifolia,Christmasberry,,> 1.98,> 6.50,,"Hellmers et al., 1955",San Gabrial / Bernardino,Chaparral,"litter, humus (0.08‐0.15m) on",large shrub,excavation,,,,,,
Phragmites australis,common reed,,0.7,2.30,1,"Kohzu et al., 2003","northern Kyoto City,",wetland,peat,grass,excavation for,,,,,,
Phragmites australis,common reed,,2.5,8.20,1,"Kohzu et al., 2003","northern Kyoto City,",wetland,peat,grass,excavation for,,,,,,
Phragmites australis,Common Reed,,,,1,,,,,,,,,,,1,
Phragmites communis,common reed,,0.25,0.82,1,"Sherff, 1912",N. Illinoise near Lake,temperate riparian,black muck or partially,reed,excavation,,,,,,
Phyllanthus emblica,Indian gooseberry,,5.8,19.03,,"Howard, 1925","Pusa, N Bihar, India, on the",subtropical monsoon,"calcareous siltloam, 75% sand‐",tree,exposureby,,,,,,
Phyllanthus muelleranus,,,0.7,2.30,,"Timberlake & Calvert, 1993","Chilanga, S. Zambia",subtropical dry forest,loam,shrub,excavation,,,,,,
Phyllanthus muelleranus,,,2.4,7.87,,"Timberlake & Calvert, 1993","Chilanga, S. Zambia",subtropical dry forest,loam over limestone,shrub,excavation,,,,,,
Phyllodoce coerulea,"blue heath, purple",,0.029,0.10,,"Jonasson & Callaghan,",Sweedish Lapland,tundra,,drawrf shrub,excavation,,,,,,
Picea abies,Norway spruce,,0.8,2.62,,"Drexhage & Gruber, 1998","N. Harz Mountain,",temperate forest,Coarse textured,tree,rootexcavatio,,,,,,
Picea abies,Norway spruce,,0.8,2.62,,"Drexhage & Gruber, 1998","N. Harz Mountain,",temperate forest,Coarse textured,tree,rootexcavatio,,,,,,
Picea abies,Norway spruce,,1,3.28,,"Drexhage & Gruber, 1998","N. Harz Mountain,",temperate forest,Coarse textured,tree,rootexcavatio,,,,,,
Picea abies,Norway spruce,,1.2,3.94,,"Rastin, 1991","Rhineland‐ Palatin Ate,",temperate forest,silty loam,tree,trenchwall,,,,,,
Picea abies,Norway spruce,,1.38,4.53,,"Rastin, 1991","Rhineland‐ Palatin Ate,",temperate forest,silty loam,tree,trenchwall,,,,,,
Picea abies,Norway spruce,,1.5,4.92,,"Rastin, 1991","Rhineland‐ Palatin Ate,",temperate forest,silty loam,tree,trenchwall,,,,,,
Picea abies,Norway spruce,,0.8,2.62,,"Schmid & Kazda, 2001",near Wilhelmsburg,temperate broad‐leaf,"4cm O, clayloam, 40‐60%",tree,trench profile,,,,,,
Picea abies,Norway Spruce,,1,3.28,,"Schmid & Kazda, 2005",near Wilhelmsburg,temperate broad‐leaf,"4cm O, nutrient rich Cambisol",tree,trench profile,,,,,,
"Picea abies, Deschampsia",Norway spruce,,0.6,1.97,,"Claus & George, 2005","Tharandt, E. Germany",temperate deciduous,Dystric to Dystri‐Stagnic,tree,soil coringto 30cm,,,,,,
Picea bicolor Mayr (Picea,Alcock spruce,,0.8,2.62,,"Karizumi, 1979","Nine‐state, Hokkaido,",temperate broadleaf,loam,tree,excavation,,,,,,
Picea Canadensis,white spruce,,0.45,1.48,,"Pulling, 1918",Minitoba (Canada) and,Boreal forest,deep soil on a slope,tree,excavation,,,,,,
Picea Canadensis,white spruce,,0.8,2.62,,"Pulling, 1918",Minitoba (Canada) and,Boreal forest,"moss/leaf mold (6cm), brown",tree,excavation,,,,,,
Picea engelmanni,,,,,1,,,,,,,,,,,,
Picea exelsa Link.,Norway spruce,,2.3,7.55,,"Karizumi, 1979","Nine‐state, Hokkaido,",temperate broadleaf,sandy loam,tree,excavation,,,,,,
Picea exelsa Link. (Picea,Norway spruce,,1.3,4.27,,"Karizumi, 1979","Nine‐state, Hokkaido,",temperate broadleaf,sandy loam,tree,excavation,,,,,,
Picea glauca,white spruce,,1.37,4.49,,"Bannan, 1940","Ontario, CA, Lake Sup. N",Boreal forest,"humus, glay, medium‐coarse",tree,exavation,,,,,,
Picea glauca,white spruce,,0.4,1.31,,"Rood et al., 2011",British Columbia and,riparian forest,,tree,river‐cutbanks,,,,,,
Picea glauca,white spruce,,0.56,1.84,,"Schultz, 1969",Michigan,Boreal forest,"0‐6""  sandy loam, 6‐24""",tree,excavation,,,,,,
Picea glauca,white spruce,,0.84,2.76,,"Schultz, 1969",Michigan,Boreal forest,"0‐6""  sandy loam, 6‐24""",tree,excavation,,,,,,
Picea glauca,white spruce,,0.84,2.76,,"Schultz, 1969",Michigan,Boreal forest,"0‐6""  sandy loam, 6‐24""",tree,excavation,,,,,,
Picea glauca,white spruce,,0.91,2.99,,"Schultz, 1969",Michigan,Boreal forest,"0‐6""  sandy loam, 6‐24""",tree,excavation,,,,,,
Picea glauca,white spruce,,0.94,3.08,,"Schultz, 1969",Michigan,Boreal forest,"0‐6""  sandy loam, 6‐24""",tree,excavation,,,,,,
Picea glauca,white spruce,,1.02,3.35,,"Schultz, 1969",Michigan,Boreal forest,"0‐6""  sandy loam, 6‐24""",tree,excavation,,,,,,
Picea glauca,white spruce,,1.02,3.35,,"Schultz, 1969",Michigan,Boreal forest,"0‐6"" sandy loam, 6‐24"" loamy",tree,excavation,,,,,,
Picea glauca,white spruce,,1.12,3.67,,"Schultz, 1969",Michigan,Boreal forest,"0‐6""  sandy loam, 6‐24""",tree,excavation,,,,,,
Picea glauca,white spruce,,1.47,4.82,,"Schultz, 1969","Ontario, CA",Boreal forest,"0‐6""  silty clayloam, 6‐24"" silt",tree,excavation,,,,,,
Picea glauca,white spruce,,1.73,5.68,,"Schultz, 1969","Ontario, CA",Boreal forest,"0‐6""  silt loam, 6‐24"" sand",tree,excavation,,,,,,
Picea glauca,white spruce,,1.78,5.84,,"Schultz, 1969","Ontario, CA",Boreal forest,"0‐6""  silt loam, 6‐24"" loam",tree,excavation,,,,,,
Picea glauca,white spruce,,1.88,6.17,,"Schultz, 1969",Michigan,Boreal forest,"0‐6"" loamy sand, 6‐24"" loamy",tree,excavation,,,,,,
Picea glauca,white spruce,,0.35,1.15,,"Strong & La Roi, 1983a,","SE of Lesser Slave Lake,",boreal mixed forest,eolian sand (Eutric Brunisol),tree,trenchwall,,,,,,
Picea glauca,white spruce,,0.5,1.64,,"Strong & La Roi, 1983a,","SE of Lesser Slave Lake,",boreal mixed forest,shallow Sandy outwash,tree,trenchwall,,,,,,
Picea glauca,white spruce,,0.18,0.59,,"Wagg, 1967","near Grande Prairie,",Boreal forest,very poorly‐drained,tree,excavation,,,,,,
Picea glauca,white spruce,,0.18,0.59,,"Wagg, 1967","near Fox Creek,",Boreal forest,very poorly‐drained,tree,excavation,,,,,,
Picea glauca,white spruce,,0.21,0.69,,"Wagg, 1967","mouth of Hay River,",Boreal forest,waterloggedGleysolic (Rego,tree,excavation,,,,,,
Picea glauca,white spruce,,0.24,0.79,,"Wagg, 1967","E of Kakisa Lake,",Boreal forest,poorly drained Gleysolic,tree,excavation,,,,,,
Picea glauca,white spruce,,0.24,0.79,,"Wagg, 1967","N. of Fort Providence,",Boreal forest,imperfectly drained Organic,tree,excavation,,,,,,
Picea glauca,white spruce,,0.27,0.89,,"Wagg, 1967","south of Valleyview,",Boreal forest,well‐drainedPodzolic,tree,excavation,,,,,,
Picea glauca,white spruce,,0.3,0.98,,"Wagg, 1967","near Goodwin,",Boreal forest,very poorly‐drained,tree,excavation,,,,,,
Picea glauca,white spruce,,0.4,1.31,,"Wagg, 1967","Waskahigan River, Alberta",Boreal forest,well‐drained Regosolic (Mor,tree,excavation,,,,,,
Picea glauca,white spruce,,0.52,1.71,,"Wagg, 1967","near Entrance,",Boreal forest,imperfectly‐drained Podzolic,tree,excavation,,,,,,
Picea glauca,white spruce,,0.88,2.89,,"Wagg, 1967","near Grande Prairie,",Boreal forest,imperfectly‐drained,tree,excavation,,,,,,
Picea glauca,white spruce,,1.01,3.31,,"Wagg, 1967","near Hay River,",Boreal forest,well‐drained Regosolic,tree,excavation,,,,,,
Picea glauca,white spruce,,1.04,3.41,,"Wagg, 1967","Brule Lake , Alberta CA",Boreal forest,"well‐drained, near uniform",tree,excavation,,,,,,
Picea jezoensis var.,"Jezo spruce, Yezo spruce,",,1.1,3.61,,"Karizumi, 1979","Nine‐state, Hokkaido,",temperate broadleaf,sandy loam,tree,excavation,,,,,,
Picea koyamai,Koyama's spruce,,1.6,5.25,,"Karizumi, 1979","Nine‐state, Hokkaido,",temperate broadleaf,sandy loam,tree,excavation,,,,,,
Picea mariana,black spruce,,0.3,0.98,,"Bannan, 1940","Ontario, CA, Lake Sup. N",Boreal forest,"humus, glay, medium‐coarse",tree,exavation,,,,,,
Picea mariana,black spruce,,0.2,0.66,,"Lieffers & Rothwell,","Central Alberta, CA",boreal forest,peat to depth examined,tree,peat blocksampling,,,,,,
Picea mariana,black spruce,,0.3,0.98,,"Lieffers & Rothwell,","Central Alberta, CA",boreal forest,peat to depth examined,tree,peat blocksampling,,,,,,
Picea mariana,black spruce,,0.3,0.98,,"Lieffers & Rothwell,","Central Alberta, CA",boreal forest,peat to depth examined,tree,peat blocksampling,,,,,,
Picea mariana,black spruce,,0.6,1.97,,"Lieffers & Rothwell,","Central Alberta, CA",boreal forest,peat to depth examined,tree,peat blocksampling,,,,,,
Picea mariana,black spruce,,0.07,0.23,,"Pulling, 1918",Minitoba (Canada) and,Boreal forest,"moss/leaf mold (6cm), brown",tree,excavation,,,,,,
Picea mariana,black spruce,,0.12,0.39,,"Pulling, 1918",Minitoba (Canada) and,Boreal forest,deep sandy soil,tree,excavation,,,,,,
Picea mariana,black spruce,,0.33,1.08,,"Schultz, 1969",Michigan,Boreal forest,"0‐6""  sandy loam, 6‐24""",tree,excavation,,,,,,
Picea mariana,black spruce,,0.36,1.18,,"Schultz, 1969",Michigan,Boreal forest,"0‐6"" loamy sand, 6‐24"" loamy",tree,excavation,,,,,,
Picea mariana,black spruce,,0.41,1.35,,"Schultz, 1969",Michigan,Boreal forest,"0‐6"" loamy sand, 6‐24"" loamy",tree,excavation,,,,,,
Picea mariana,black spruce,,0.41,1.35,,"Schultz, 1969",Michigan,Boreal forest,"0‐6"" loamy sand, 6‐24"" loamy",tree,excavation,,,,,,
Picea mariana,black spruce,,0.43,1.41,,"Schultz, 1969",Michigan,Boreal forest,"0‐6"" loamy sand, 6‐24"" loamy",tree,excavation,,,,,,
Picea mariana,black spruce,,0.51,1.67,,"Schultz, 1969",Michigan,Boreal forest,"0‐6""  sandy loam, 6‐24""",tree,excavation,,,,,,
Picea mariana,black spruce,,0.51,1.67,,"Schultz, 1969",Michigan,Boreal forest,"0‐6""  sandy loam, 6‐24""",tree,excavation,,,,,,
Picea mariana,black spruce,,0.53,1.74,,"Schultz, 1969",Michigan,Boreal forest,"0‐6""  sandy loam, 6‐24""",tree,excavation,,,,,,
Picea mariana,black spruce,,0.53,1.74,,"Schultz, 1969","Ontario, CA",Boreal forest,"0‐6""  silt loam, 6‐24"" loam",tree,excavation,,,,,,
Picea mariana,black spruce,,0.56,1.84,,"Schultz, 1969","Ontario, CA",Boreal forest,"0‐6""  silt loam, 6‐24"" sand",tree,excavation,,,,,,
Picea mariana,black spruce,,0.64,2.10,,"Schultz, 1969",Michigan,Boreal forest,"0‐6""  loam, 6‐24"" sandy loam",tree,excavation,,,,,,
Picea mariana,black spruce,,0.66,2.17,,"Schultz, 1969",Michigan,Boreal forest,"0‐6"" sand, 6‐24"" sand",tree,excavation,,,,,,
Picea mariana,black spruce,,0.66,2.17,,"Schultz, 1969","Ontario, CA",Boreal forest,"0‐6""  silty clayloam, 6‐24"" silt",tree,excavation,,,,,,
